Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
clyde-natural-raffia-mini-tote-bag,Clyde Natural Raffia Mini Tote Bag,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Bags,Mini",TRUE,Color,Natural,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3vVzgbqXukvRY8746o2N5a/b26e43b0d8dcbba27557b33f21c69d16/miista-clyde-natural-bag-3.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
celina-ecru-nubuck-leather-boots,Celina Ecru Nubuck Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 New Arrivals,E8 Flats,E8 Ankle Boots",TRUE,Color,White,,,,,,,,100,deny,manual,122.50,122.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6tqSy9hZHvZz3APGBARmq1/2010df18f760d44287d3d42b2925f6da/e8-celina-ecru-nubuck-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,122.50,122.50,122.50,active
clyde-black-raffia-mini-tote-bag,Clyde Black Raffia Mini Tote Bag,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Bags,Mini",TRUE,Color,Black,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4X33unZjdXeHIH2xNOYtu5/4db8cecf8f830ee3cb305dc4f5743aeb/miista-clyde-black-bag-3.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
carlota-white-croc-leather-boots,Carlota White Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,220.50,220.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6TMNmbu1fM6Or0vu3xf4Pu/0b09ccddd69c2e8f18477a83b7604378/miista-carlota-white-croc-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,220.50,220.50,220.50,active
carissa-lime-towel-sandals,Carissa Lime Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,New Arrivals,Mules,High-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2ayTbVsPTfpkKrpHS2D7bl/e984ba00463ef945f32003b3eae1b6b5/miista-carissa-lime-towel-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
vivyan-seaweed-sunshine-mix-woven-mules,Vivyan Seaweed Sunshine Mix Woven Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5NEyzsgWZ6RQb518hwhGMu/5b7b530eec34494189c4c84de32c8d4e/miista-vivyan-seaweed-sunshine-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
carissa-navy-towel-sandals,Carissa Navy Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Sandals,Mules",TRUE,Color,Blue,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/74jfbRDgMyCys1AlFlcyHO/81f1b6ac5ede19b28c88a51e97d1b9ce/miista-carissa-navy-towel-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
canar-black-leather-heels,Canar Black Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Court Shoes",TRUE,Color,Black,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2EvP2sRpDXC2jJnz3QBpuX/7f93c41890ad935e9108e021aea54289/miista-canar-black-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
canar-chenywood-nappa-leather-heels,Canar Chenywood Nappa Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Court Shoes,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7xt6AjYW3dM644ByTnRTwh/368ccf641f51dadf94f7fd6565eb2e00/miista-canar-chenywood-nappa-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
araxie-off-white-woven-leather-mules,Araxie Off White Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7GMf91SBKTvleMOltNaPY7/98ac2ff9f70d431ed396eaecbcee7fa2/miista-araxie-off-white-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
arethusa-clay-woven-leather-heels,Arethusa Clay Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,New Arrivals,Court Shoes",TRUE,Color,Brown,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5kt4NZLTOP42C0ZADLTBnn/8f2d9a73edd3b1d5b9837ff867191aca/miista-arethusa-clay-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
arethusa-black-woven-leather-heels,Arethusa Black Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,New Arrivals,Court Shoes",TRUE,Color,Black,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3ed58WEnmXRimzL431KCxa/81229b1d241925baea3a9ccdee2c39c4/miista-arethusa-black-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
helena-clear-vinyl-sandals,Helena Clear Vinyl Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,250.00,250.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2InlSRWgQl1YGtN8DNeKpn/819e0e21c68156b8debd6810cf794dc3/miista-helena-clear-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,250.00,250.00,250.00,active
lanuola-black-nappa-mid-heels,Lanuola Black Nappa Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Mid-Heels,E8 New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2GYACqVk7xKj9fBZ2OqDFH/e436686ae48df59be31a91765c9a0869/e8-lanuola-black-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
helena-green-vinyl-sandals,Helena Green Vinyl Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,250.01,250.01,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5XmSyNLuZUq5AIm2DYR4t4/37ec59a09a752cbc902e1b56bcfc3bf9/miista-helena-green-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,250.01,250.01,250.01,active
carlota-mahogany-croc-leather-boots,Carlota Mahogany Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Boots,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7GmI4ovew4uZVaZ1zAjfwc/7d87310a975010dfe650938a10beed95/miista-carlota-mahogany-croc-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
caterina-violetto-lycra-sandals,Caterina Violetto Lycra Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Purple,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4dFZUwBfVF5203QeZ5kA8u/469e41b55673c56a93d174db3189cf85/miista-caterina-violetto-stretch-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
caterina-chenywood-lycra-sandals,Caterina Chenywood Lycra Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3WNyyqwpsTnjaChM2uVrhb/d3ed086a12a7cbb2437317acf39eee62/miista-caterina-chenywood-stretch-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
caterina-black-lycra-sandals,Caterina Black Lycra Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1lQosQ97wHlQvOdw0Sqxo8/0470a2102b7d1ea01ed4acab07656df9/miista-caterina-black-lycra-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
caterina-sand-stretch-patent-leather-sandals,Caterina Sand Stretch Patent Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1KK8mBSo200kzvKBQ3ATOP/92811bac1f861852d669a4347ddc10a2/miista-caterina-sans-patent-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
ellie-beach-leather-sandals,Ellie Beach Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,265.00,265.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6bubA7LLCgXg0lPRNBPgfq/f671f28cf48b60571a85d1989ca503cc/miista-ellie-beach-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,265.00,265.00,265.00,active
nami-salt-leather-sandals,Nami Salt Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,265.00,265.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7gFmysBm4l5RlQzkarg3w7/9b8b88c07b9ee0180b5082556bd8eb44/miista-nami-salt-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,265.00,265.00,265.00,active
nami-apricot-leather-sandals,Nami Apricot Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Orange,,,,,,,,100,deny,manual,265.00,265.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5rym1Cdk9UbokRjaQhKSJK/f4ea07e656ec0ab3d807bfe98558b5b5/miista-nami-apricot-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,265.00,265.00,265.00,active
sally-ocean-leather-sandals,Sally Ocean Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Blue,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4yghncIupnInNOY1Nsy8fI/dd4c53064ebd1aa692e169b4b4f11204/miista-sally-ocean-blue-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
courtney-ocean-towel-heels,Courtney Ocean Towel Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Blue,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/idhkkSy0OphFaQ4Ci9JWz/3380365c2999adce7e8a78baa309ed82/miista-courtney-ocean-towel-courts-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
clelia-black-woven-leather-heels,Clelia Black Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/8Jp8grtvp1t4cYFc7c9bV/4cd08fcc43da19bf164fd95bd3f18bd1/miista-clelia-black-court-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
brenna-parchment-leather-sandals,Brenna Parchment Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"High-Heels,Sandals,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5dA8Th27N2ZWsnMFOQOEZR/4c749b1bc498c423f053bde76032edf8/miista-brenna-parchment-heels-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
daisy-deep-brown-croc-leather-heels,Daisy Deep Brown Croc Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,E8 Outlet,TRUE,Color,Brown,,,,,,,,100,deny,manual,60.00,60.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3Ov2xb47Gq6vHln17YirHR/c39f8306495699391ed510861e8cf5dd/e8-daisy-deep-brown-croc-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,60.00,60.00,60.00,active
carlota-seaweed-croc-leather-boots,Carlota Seaweed Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels,New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/01rMvw9XzT56Cdq4Re3VdK/d6c8578f21eab7edcf68e3825ca58985/miista-carlota-seaweed-croc-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
arihi-rose-pink-suede-mid-heels,Arihi Rose Pink Suede Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Sandals",TRUE,Color,Pink,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/34m2HRmQUf5nuTiz69LEYY/26b2c67a20ca3967b6a9451f1271ab06/E8-arihi-rose-pink-suede-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
arihi-black-nappa-leather-mid-heels,Arihi Black Nappa Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Sandals,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6YHvP0awnlhyAYmXpfyqOr/cb003f3c6a1a87a44a046c19b4b015d0/E8-arihi-black-nappa-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
arihi-carolina-blue-suede-mid-heels,Arihi Carolina Blue Suede Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Sandals,New Arrivals",TRUE,Color,Blue,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7eSHCknsUQOuLp2H901IYU/f9ab88b3d35093dd32d6ba0166a06d9a/E8-arihi-carolina-blue-suede-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
opal-sand-raffia-sandals,Opal Sand Raffia Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Sandals,E8 New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,130.00,130.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2bUKFJZMbrG61AsMrLvv4H/f517053c27fee6a6339ad80c4808c917/E8-opal-sand-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,130.00,130.00,130.00,active
cimarron-black-nappa-leather-sandals,Cimarron Black Nappa Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7Gg6oHBCE3W93DSJu0BjPK/65ec8e0279ce5340b81edcf7d1803618/miista-cimmaron-black-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
alisa-black-leather-boots,Alisa Black Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Tall Boots,E8 Boots,E8 Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,185.00,185.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1TIUSL0goBdWWfhLKl9qTx/d718466400d53e7cf99d8abbfef457f5/e8-alisa-black-leather-boots-5_2.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,185.00,185.00,185.00,active
alisa-black-stretch-leather-boots,Alisa Black Stretch Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Tall Boots,E8 Boots,E8 Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,185.00,185.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7gKBSBvTeppDAw9hxjQxqd/7afc33e694091e5f4231478d9ec54d4e/e8-alisa-black-stretch-boots-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,185.00,185.00,185.00,active
carlota-citrine-snake-leather-boots,Carlota Citrine Snake Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Orange,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2Rgmb5Vk3JY1dAhK8tamlA/c243a1cb2c0af8ce69b1f510c88ea675/miista-carlota-citrine-snake-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
juana-sunshine-woven-leather-mules,Juana Sunshine Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Flats,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4zg2w2Tw6fGJu5PV7mp2vE/285c259371a0480086350cc3a839a07f/miista-juana-sunshine-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
erica-black-woven-leather-mules,Erica Black Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Flats,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/61QjZfUFMxV5OHElKHojfg/794907db06216d3576d0ad5b4e5cc89a/miista-erica-black-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
juana-black-woven-leather-mules,Juana Black Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Flats",TRUE,Color,Black,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4x91W7moKnZwNgU13W9fY3/e45f4dacc74a29f2d90c955f6596bd70/miista-juana-black-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
marina-fern-woven-leather-heels,Marina Fern Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/cLlU8PDphnGZ9kNM0ly7L/b0150552d75f6cb614bc75a44b8208c9/miista-marina-fern-heels-7.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
clelia-rust-woven-leather-heels,Clelia Rust Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/MAoDNbOdIaX4LkX8fxf0Z/d1d1331aac277bd66c04a2de432dce72/miista-clelia-rust-courts-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
bondi-black-woven-leather-boots,Bondi Black Woven Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,460.00,460.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/vqXMxDPPy2Y2FgBwOT6j8/f4a029f3bf33bfff3093957c7e33261e/miista-bondi-black-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,460.00,460.00,460.00,active
varuna-black-woven-mules-,Varuna Black Woven Mules ,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Court Shoes,E8 New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,135.00,135.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/acDA0FEbLAiWebiGdBccO/48b6425da8bc4585fc01b54299e4ad23/E8-varuna-black-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,135.00,135.00,135.00,active
etta-dark-brown-patent-leather-brogues,Etta Dark Brown Patent Leather Brogues,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Brogues,E8 Flats",TRUE,Color,Brown,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7CySP1R0fZ8STS1A6lwJzb/de0ff4f19cf89e7cbe83844c7953c337/e8-etta-dark-brown-patent-brogues-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
etta-white-patent-leather-brogues,Etta White Patent Leather Brogues,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Brogues,E8 Flats",TRUE,Color,White,,,,,,,,100,deny,manual,145.00,145.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/oZabJNxhE6cvJ1z9Y5wwX/be222abf76166f0f59894e4e5f96dfa7/e8-etta-white-brogues-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,145.00,145.00,145.00,active
daisy-rose-pink-suede-heels,Daisy Rose Pink Suede Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Court Shoes,E8 New Arrivals",TRUE,Color,Pink,,,,,,,,100,deny,manual,125.00,125.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/Ws4H8U9ENJaZnvyDEGj6r/c4cc3ccd818c627b3634376a07ddf6cd/e8-daisy-rose-pink-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,125.00,125.00,125.00,active
daisy-carolina-blue-suede-heels,Daisy Carolina Blue Suede Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Mid-Heels,E8 Court Shoes,E8 New Arrivals",TRUE,Color,Blue,,,,,,,,100,deny,manual,125.00,125.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2v4cCahw9oDlbMK8MNncpq/8b0c127f0ea468b022111dfb45d37a68/e8-daisy-carolina-blue-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,125.00,125.00,125.00,active
junonia-green-sulphur-nappa-sandals,Junonia Green Sulphur Nappa Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Flats,E8 New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,130.00,130.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2RwlPhwaTE43TAWw82ysw2/e9b80abd6f1863501f09dee3b45a1b20/e8-junonia-green-sulphur-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,130.00,130.00,130.00,active
coquina-dark-walnut-nappa-sandals,Coquina Dark Walnut Nappa Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 Mid-Heels,E8 New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,140.00,140.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/73zTTDcWXXPiAAgpjCEWcF/b97930613c92bd3cbfcca23e181afa42/e8-coquina-dark-walnut-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,140.00,140.00,140.00,active
junonia-black-nappa-leather-sandals,Junonia Black Nappa Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals,E8 New Arrivals,E8 Flats",TRUE,Color,Black,,,,,,,,100,deny,manual,130.00,130.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2zUukeBUy8zlP1thgWaghf/d4fe36423b5282172a8d70371795bfba/e8-junonia-black-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,130.00,130.00,130.00,active
emere-black-sandals,Emere Black Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"E8 Sandals ,E8 Mid-Heels,E8 New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,130.00,130.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5NLW8nTn7nfWk0g1NxyLiF/f0d126f29d9ef8b17deda84f1ba0db0e/E8-emere-black-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,130.00,130.00,130.00,active
