Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
clara-mix-colour-mesh-mid-heels,Clara Mix Colour Mesh Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,110.00,110.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3dtwHMacXm1cK9cCVUdHg3/217c5cb2d3297171c98ed9ad3f2a3560/miista-clara-mix-colour-mesh-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,110.00,110.00,110.00,active
ida-brunette-woven-leather-mules,Ida Brunette Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,105.00,105.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6nyEjUijSvP3VWT1bwsywi/c6d9c4f6ee062c02021b04a460148ccf/miista-ida-brunette-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,105.00,105.00,105.00,active
ida-natural-woven-leather-mules,Ida Natural Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,105.00,105.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/22mmSHTiao0apMAZPSJ76y/6b2fd3a591529a54baafcc6fb2f4a1b2/miista-ida-natural-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,105.00,105.00,105.00,active
juana-natural-woven-leather-mules,Juana Natural Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Mid-Heels",TRUE,Color,Natural,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6yolzT3CVvxORaSqA8mETB/fd25b743eed17aae720d71ad23444643/miista-juana-natural-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
sage-tangerine-patent-leather-heels,Sage Tangerine Patent Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Orange,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6WJTkUYy4J5B2tjawmfU3/e1793f7a0c7a8f8459d31367aa8eefa9/miista-sage-tangerine-patent-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
eivissa-black-russet-woven-leather-heels,Eivissa Black Russet Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,New Arrivals,Court Shoes",TRUE,Color,Black,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/vKECI1FatsWK9EhcIjCwE/8fb2526ed8964585238b7273cf7b7e27/miista-eivissa-black-russet-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
marcelle-white-croc-leather-boots,Marcelle White Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,New Arrivals,High-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,231.00,231.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7fbCVs3MmbDBqE76KIFXkU/3015f72890ffe848dc83552ad00bd0a4/miista-marcelle-white-croc-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,231.00,231.00,231.00,active
marcelle-bottle-green-leather-boots,Marcelle Bottle Green Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,330.00,330.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5feF32CYgjR9qz5yHGzmDZ/2228fedf2973de5e4a35452761e39e9c/miista-marcelle-bottle-green-mugger-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,330.00,330.00,330.00,active
marcelle-queenlux-honey-leather-boots,Marcelle Queenlux Honey Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,231.00,231.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/36qJjikHhlABwVdLEquMaV/74d60e4cf02108753e1df37fa861c443/miista-marcelle-queenlux-honey-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,231.00,231.00,231.00,active
cesca-acid-red-nappa-leather-flats,Cesca Acid Red Nappa Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Outlet,Flats",TRUE,Color,Red,,,,,,,,100,deny,manual,112.50,112.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1urwKrznA3eYs5IQs3bHKf/5b3d112a37f633d5cbe590576cb87ec0/miista-cesca-acid-red-flats-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,112.50,112.50,112.50,active
judita-blue-snake-leather-slip-on-boots,Judita Blue Snake Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Blue,,,,,,,,100,deny,manual,320.00,320.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6dowDhLMbKrQVpakqMAcu0/fb6275cb467551a96c630429f174d631/miista-judita-blue-snake-boots-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,320.00,320.00,320.00,active
judita-black-snake-leather-slip-on-boots,Judita Black Snake Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,320.00,320.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/75LK2KajYnZguoM8mSfkT5/e8f132fb17027c6db9fe90c0bb0f9ed6/miista-judita-black-snake-boot-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,320.00,320.00,320.00,active
jourdan-black-leather-heels,Jourdan Black Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/23X34LWwGvocb33UVpqv9n/211a345755d2bb71b4d8c1a5e0886570/miista-jourdan-black-nappa-court-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
eleri-black-nappa-leather-flats,Eleri Black Nappa Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Loafers,Flats,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5bwhUD1wGCi57M4MvJ6yWB/c7cb3f073b92839efa2e313b866b3b2d/miista-eleri-black-leather-flats-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
eivissa-natural-silver-mix-woven-leather-heels,Eivissa Natural Silver Mix Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1ySjk5T77lj4eHAn8KaiMK/b3e3d0c636c91390004af7e6137f3add/miista-eivissa-natural-silver-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
lynley-queenlux-pool-blue-snake-leather-sandals,Lynley Queenlux Pool Blue Snake Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Blue,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3Fv1tW0S9GOGOi3Dqka06L/f78ac5bcff279216eefd19105a1b8719/miista-lynley-queenlux-pool-blue-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
edith-goldenrod-leather-boots,Edith Goldenrod Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,206.50,206.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3cPiBhtuf2JXZlyQzw3RXI/3ec4ceb7f91a0f401a2e2b9d98b50774/miista-edith-goldenrod-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,206.50,206.50,206.50,active
joanne-seaweed-croc-sandals,Joanne Seaweed Croc Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,203.00,203.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1UhK3qIrynGzXDwKHSxp3L/8b53af180e1da4d282d6c48c58d48ded/miista-joanne-seaweed-croc-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,203.00,203.00,203.00,active
miriam-black-leather-stretch-boots,Miriam Black Leather Stretch Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Ankle Boots,Micro-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,315.00,315.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3I8JQ84RYlbzBMdmwhdY1p/79a1008e166a4fb0b2bc533d7e0944a4/miista-miriam-black-leather-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,315.00,315.00,315.00,active
nevya-black-sea-foam-mix-leather-flats,Nevya Black Sea Foam Mix Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,164.50,164.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/37lvjApXf1AerLgftU0szO/64995d7310dbf79dbd032037a888181d/miista-nevya-black-seafoam-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,164.50,164.50,164.50,active
noa-black-raffia-woven-mid-heels,Noa Black Raffia Woven Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,New Arrivals,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3XimL2gFOt9Mz8vI2NqOoX/ddfa18fd03a48a8fee3da0dca0aab7e1/miista-noa-black-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
taissa-rust-woven-leather-mid-heels,Taissa Rust Woven Leather Mid-Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1wRENxaI86UCY84z8a3geR/adc73325fb182fb83792373403d3e598/miista-taissa-rust-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
veronika-camel-patent-leather-boots,Veronika Camel Patent Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Ankle Boots",TRUE,Color,Brown,,,,,,,,100,deny,manual,325.00,325.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4Wpy9YmFRyd5hkCbA7bTA6/57e2c1a455a86cd500969a2531a580df/miista-veronika-camel-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,325.00,325.00,325.00,active
wendy-black-towel-sandals,Wendy Black Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3jlfD9nI5L8kkURoRWiIC4/44cff00a56ffde14440b46d1c8a02b1f/miista-wendy-black-towel-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
jeanne-blue-snake-leather-slip-on-boots,Jeanne Blue Snake Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Blue,,,,,,,,100,deny,manual,345.00,345.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4Kx3HIjzvvkJRK6EZ9Ba81/88045cb4dcd426d043fd6a9011aa392b/miista-jeanne-blue-snake-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,345.00,345.00,345.00,active
jeanne-dark-brown-nappa-leather-slip-on-boots,Jeanne Dark Brown Nappa Leather Slip-On Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Boots,High-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,345.00,345.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4CjYxi86e2FxpFvGDbgyXM/0292fce64de584e777316ac7346b184a/miista-jeanne-dark-brown-nappa-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,345.00,345.00,345.00,active
quima-creme-leather-sandals,Quima Creme Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels",TRUE,Color,White,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4cuRfLvsFneipsBVOejTdS/bb31726476767684d386ce2983dc6359/miista-quima-creme-leather-mid-heels-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
frida-plain-brick-sandals,Frida Plain Brick Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels",TRUE,Color,Brown,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4vlPpEmv1WeluS8XgNojKL/d76c0f059002c1aedbb5b8d696074357/miista-frida-brick-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
katerina-white-croc-leather-boots,Katerina White Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Tall Boots",TRUE,Color,White,,,,,,,,100,deny,manual,495.00,495.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7KppyAgxQgEnR9BMokIyeZ/65069a6a329621f9565fe4b98b9ac2e6/miista-katerina-white-croc-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,495.00,495.00,495.00,active
katerina-taupe-croc-leather-boots,Katerina Taupe Croc Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Tall Boots",TRUE,Color,Natural,,,,,,,,100,deny,manual,495.00,495.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4GsNcgVuaDeJFHW3W8xFIE/db5d7ed7aec5acf9b487cc50031de933/miista-katerina-taupe-boots-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,495.00,495.00,495.00,active
katerina-black-nappa-leather-boots,Katerina Black Nappa Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Tall Boots",TRUE,Color,Black,,,,,,,,100,deny,manual,495.00,495.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/45FuGELhMx56zYyeVC0Zws/46a50c5e7be1f9e5d003fad5482e8c42/miista-katerina-black-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,495.00,495.00,495.00,active
inga-grigio-nappa-leather-boots,Inga Grigio Nappa Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Tall Boots,High-Heels",TRUE,Color,Blue,,,,,,,,100,deny,manual,495.00,495.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/6gUGZIwYXwXbsb0zDw9lqk/47a6b22a64eafb03ca31345bcb6bf023/miista-inga-grigio-boots-7.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,495.00,495.00,495.00,active
coco-parchment-leather-sandals,Coco Parchment Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,White,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7FsmkdYkd3s2YSXAlOu3VQ/5772749f6aaf32f89d726169b1845081/miista-coco-parchment-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
tyler-lime-towel-sandals,Tyler Lime Towel Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"New Arrivals ,Sandals ,Mid-Heels",TRUE,Color,Green,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/58lvLINlojBHKJlhsBinRK/0028a69fa50a4ee1bc9282e1c45d53de/miista-tyler-lime-towel-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
sally-black-nappa-leather-sandals,Sally Black Nappa Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,High-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5G0HcmlxjLxzpSkeTjxnoD/74f9983fe702c475e1910166cee92ebc/miista-sally-black-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
sandy-sand-woven-leather-boots,Sandy Sand Woven Leather Boots,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Tall Boots,Mid-Heels,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,520.00,520.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/11SY2rM9OjJMnaAYsRKSA4/d32248804880d908330d8f874680c49d/miista-sandy-sand-boots-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,520.00,520.00,520.00,active
stephanie-black-multi-sandals,Stephanie Black Multi Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,,TRUE,Color,Black,,,,,,,,100,deny,manual,290.00,290.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/263VtsrwPqK3UHFkRXRZDM/516c5a2da20e98f16718ba5b39948fd2/miista-stephanie-black-multi-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,290.00,290.00,290.00,active
beck-queenlux-honey-leather-sandals,Beck Queenlux Honey Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Sandals,Mules,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,260.00,260.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3JL6J1g2njYV3QnL8LF6sV/b8f808370ae8d00a86a85b71a3b0161d/miista-beck-queenlux-honey-mules-4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,260.00,260.00,260.00,active
caterina-brick-lycra-sandals,Caterina Brick Lycra Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/5n0zNkgDL24tn53U4VEj9v/1d395ccd6fc0faea79318eb7175d967d/miista-caterina-brick-lycra-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
juana-goldenrod-woven-leather-mules,Juana Goldenrod Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Flats,New Arrivals",TRUE,Color,Natural,,,,,,,,100,deny,manual,225.00,225.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1L3GZD2badsEGo5GsLCJ3p/ca12551444cd98f02f30b84281887b6d/miista-juana-goldenrod-beige-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,225.00,225.00,225.00,active
beck-sea-foam-net-sandals,Beck Sea Foam Net Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mid-Heels,Sandals,Mules,New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1T1gR3UKlP6LP4eRdEEjb2/c61c8f637a3dbfd83c2a7c8acca254d4/miista-beck-seafoam-net-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
karolina-sea-foam-patent-leather-mules,Karolina Sea Foam Patent Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Green,,,,,,,,100,deny,manual,185.50,185.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4hwoiZl11hwxsWkZCC8PMT/e4c7db5a52672b4f17eac4870bc32f84/miista-karolina-seafoam-patent-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,185.50,185.50,185.50,active
vila-queenlux-honey-coffee-mix-leather-sandals,Vila Queenlux Honey Coffee Mix Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Sandals,High-Heels,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4xva21v2TcfBeeQuOWTNnS/3297637600aa310e7a6ed32bdb6a58e3/miista-vila-queenlux-honey-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
vila-queenlux-honey-coffee-mix-leather-sandals,Vila Queenlux Honey Coffee Mix Leather Sandals,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Sandals,High-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,168.00,168.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/4xva21v2TcfBeeQuOWTNnS/3297637600aa310e7a6ed32bdb6a58e3/miista-vila-queenlux-honey-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,168.00,168.00,168.00,active
nyla-queenlux-honey-leather-flats,Nyla Queenlux Honey Leather Flats,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,157.50,157.50,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/7JxcomxZib4E02mxB4W75B/3ba6e21b567c3f65d3284fbba7f2b731/miista-nyla-queenlux-honey-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,157.50,157.50,157.50,active
araxie-black-woven-leather-mules,Araxie Black Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1JTILZzUleIALwOcIT9FRk/51c29b2317492b0e58d5eea36cfdad50/miista-araxie-black-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
araxie-rust-woven-leather-mules,Araxie Rust Woven Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1LO6tGEoAY0zJJqJ9ZaNBo/a6f315f958895d079ec58d7804e6f860/miista-araxie-rust-mules-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
nedda-black-lace-up-leather-heels,Nedda Black Lace Up Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Black,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3XRap9MuRNq1oMyxNDlUCl/4e1ef6dde013b14c1bbb9089fac1852b/miista-nedda-black-sandals-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
gabriella-black-leather-mules,Gabriella Black Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Sandals,Mid-Heels",TRUE,Color,Black,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/3R3lr6sNQ9VAhoMs0n2tpk/b930de525da0dd1d8be8d486fd1b9cf1/miista-gabriela-black-leather-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
nedda-queenlux-honey-snake-lace-up-leather-heels,Nedda Queenlux Honey Snake Lace Up Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Mules,Mid-Heels,New Arrivals",TRUE,Color,Yellow,,,,,,,,100,deny,manual,240.00,240.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/1KKVDoISitJxkNGolMiKTW/5882719f7de1fb8be57226a433e6e1a3/miista-nedda-queenlux-honey-sandals-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,240.00,240.00,240.00,active
gabriella-parmesan-yellow-leather-mules,Gabriella Parmesan Yellow Leather Mules,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Sandals,Mules,Mid-Heels",TRUE,Color,Yellow,,,,,,,,100,deny,manual,200.00,200.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/2Lx41RieqGx9Ct3Dtp19Yp/fb85a065885ded76cf99557ba859cfa5/miista-gabriela-parmesan-leather-mules-5.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,200.00,200.00,200.00,active
loirane-chenywood-woven-leather-heels,Loirane Chenywood Woven Leather Heels,,Shoes factory,Apparel & Accessories > Clothing,Shoes,"Court Shoes,Mid-Heels,New Arrivals",TRUE,Color,Brown,,,,,,,,100,deny,manual,182.00,182.00,TRUE,TRUE,,https://images.ctfassets.net/bjhrajhd7nqm/73IMEU4I7bjWlUxW9vgQ3k/73853d755dc2e106f939bde4b357e056/miista-loirane-chenywood-mid-heels-6.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,182.00,182.00,182.00,active
